customer_id,first_name,last_name,email,phone,address,country,date_of_birth,employer_company_id
CUST_000040,Vanessa,Wood,powellmary@example.com,+1-496-531-8871x879,"609 Hunter Circle, Monicatown, MA 46957",Madagascar,1946-05-11,COMP_000596
CUST_000041,Kevin,Bryant,mooremike@example.com,453.380.9158x8490,"10979 Briana Springs Suite 258, Patriciaton, VT 38801",Andorra,1990-12-04,COMP_000192
CUST_000042,Kelsey,Harris,melissaharris@example.org,(808)708-2872x3885,"8620 Heather Shoals Suite 369, Apriltown, AL 84633",Trinidad and Tobago,1957-02-05,COMP_000487
CUST_000043,Andrea,George,russellmelinda@example.net,+1-941-565-1163x99319,"USNS Williams, FPO AP 93751",Panama,1974-05-21,COMP_000534
CUST_000044,Richard,Williamson,ssnyder@example.org,725-819-9529x0306,"741 Morris Coves Suite 365, Port Nathanielhaven, MI 37701",United States of America,1956-02-17,COMP_000024
CUST_000045,Kelly,Silva,moorejennifer@example.org,548.520.2463,"87353 Martinez Mills, Port Scott, CA 60958",Mayotte,1960-09-02,COMP_000943
CUST_000046,Michael,Henry,andrea28@example.com,243.731.1647x8961,"74339 Christine Mountain Suite 043, North Michael, OK 75699",Nigeria,1977-05-18,COMP_000075
CUST_000047,Rhonda,Curtis,zsmith@example.org,+1-515-293-3688,"606 Miller Well, Dixonland, TN 94945",Egypt,1963-04-13,COMP_000878
CUST_000048,Jessica,Maynard,pcraig@example.org,897-292-1831,"5351 Tran Meadow Apt. 858, Kathleenmouth, VT 18698",Serbia,2000-03-06,COMP_000646
CUST_000049,Erika,Chavez,melissa35@example.com,689.905.3325x57597,"42202 Ramirez Isle Apt. 237, Lake Rachelview, AK 19510",Eritrea,2006-06-18,COMP_000923
CUST_000050,Deborah,Rodriguez,eberry@example.net,892-286-8671x49169,"01184 Michael Ferry Suite 405, South Christinahaven, OK 18243",Bangladesh,1981-06-06,COMP_000394
CUST_000051,Craig,Wells,eddie14@example.com,(809)875-9177,"72032 Matthew Tunnel, Lauriemouth, MH 20709",Rwanda,1976-02-06,COMP_000679
CUST_000052,Eric,Flores,hgarcia@example.com,985.750.4868x0498,"16921 Kennedy Lights Suite 977, South Markbury, AZ 89199",Antarctica (the territory South of 60 deg S),1965-11-27,COMP_000458
CUST_000053,David,Bryant,kevin51@example.net,+1-370-730-3687x3391,"01313 Andersen Neck Suite 227, Katieborough, MD 19511",Gabon,1987-10-07,COMP_000110
CUST_000054,David,Perez,andrew04@example.net,+1-380-474-4880,"PSC 6378, Box 6282, APO AA 04319",North Macedonia,1981-06-21,COMP_000090
CUST_000055,Courtney,Ibarra,derrick14@example.com,(299)699-1430,"88698 Alexander Ports Suite 186, Lauriefurt, DE 33585",Angola,1996-07-27,COMP_000037
CUST_000056,Katherine,Ingram,debra06@example.org,8539258974,"69835 Chavez Radial, Merrittborough, SC 34498",Belize,1952-07-12,COMP_000822
CUST_000057,Melissa,Wallace,kellywoods@example.org,8717102529,"733 Jones Mission, Lake Patricia, AL 46823",Armenia,1957-03-27,COMP_000993
CUST_000058,Jennifer,Winters,scott46@example.com,001-862-771-3124x0132,"97850 Sherry Lake, East John, MN 99757",Syrian Arab Republic,1984-07-10,COMP_000563
CUST_000059,Jose,Bishop,bobjames@example.net,501-493-3443x65915,"956 Gillespie Groves, East Timothy, AR 36642",Samoa,1974-02-16,COMP_000572
CUST_000060,Matthew,Garcia,greertammy@example.net,736-961-1358x884,"PSC 5029, Box 7599, APO AP 99526",Tajikistan,1980-11-23,COMP_000584
CUST_000061,Adrian,Ho,wilsonamanda@example.net,905-328-5893x08210,"9808 Phillips Lodge Apt. 473, Jacksonside, IA 08470",Argentina,1978-11-27,COMP_000640
CUST_000062,Jason,Johnson,jerrybrooks@example.net,360-922-2742,"771 Kathleen Square, Port Dianeside, WI 30753",Chile,1964-01-01,COMP_000307
CUST_000063,Jasmine,Davis,harriserika@example.org,4834393346,"40017 Patrick Lake Apt. 447, New James, IN 28347",Iran,1972-04-09,COMP_000062
CUST_000064,Patricia,Griffin,jessicablair@example.org,+1-999-356-0524x40847,"5789 Nielsen Orchard, Gardnerville, NE 37345",Niger,1943-04-11,COMP_000305
CUST_000065,David,Livingston,juliaknapp@example.com,(953)767-6307x2872,"82913 Kristina Gateway, Fischermouth, OK 21122",Suriname,2000-03-03,COMP_000179
CUST_000066,Tony,Nixon,erikmata@example.org,944-863-9639x26691,"30241 Juarez River Suite 496, Norrisview, ND 87188",Suriname,1993-07-15,COMP_000540
CUST_000067,Larry,Rodriguez,vcrawford@example.com,001-248-356-4830,"640 Jason Stravenue, Debraburgh, NE 37430",Philippines,1983-08-24,COMP_000752
CUST_000068,Brandon,Gomez,stephanie51@example.com,001-795-472-2816x05960,"9778 Caitlyn Loaf, Chandlerbury, DE 40427",Mexico,1946-03-15,COMP_000932
CUST_000069,Eric,Clarke,paige60@example.com,+1-202-706-5157x20241,"3963 Simon Rapid, West Deannafurt, FL 45802",Isle of Man,1986-05-07,COMP_000744
CUST_000070,Ray,Campbell,matthewssandra@example.org,917-807-8211,"67524 Holt Lake Apt. 712, Sandovalburgh, MI 71783",Saint Pierre and Miquelon,1977-01-20,COMP_000665
CUST_000071,Thomas,Sanchez,tinapalmer@example.com,428-690-0567x418,"0448 Ashlee Mountains, Port Joan, AZ 03374",Monaco,1966-09-02,COMP_000932
CUST_000072,Jennifer,Byrd,kpayne@example.com,6415574299,"966 Ashley Terrace Suite 307, Lake Maureen, MP 31903",Tuvalu,1970-05-28,COMP_000845
CUST_000073,Sharon,Andersen,julianmorris@example.com,558.949.9009x7499,"0855 Jillian Light, Mcguirestad, AR 38648",United Kingdom,1955-07-02,COMP_000444
CUST_000074,Tiffany,Wilkinson,richard11@example.com,316.523.0248x298,"27257 Martin Lodge, West Levi, NC 29738",British Indian Ocean Territory (Chagos Archipelago),1961-06-11,COMP_000519
CUST_000075,Nicole,Levy,ashleyjohnson@example.org,279-768-5145,"48668 Hailey Coves, Rebeccabury, DE 35544",Croatia,1971-04-28,COMP_000577
CUST_000076,Steven,Santiago,jason92@example.net,3443635852,"PSC 1799, Box 2077, APO AE 46534",Tajikistan,1973-03-04,COMP_000969
CUST_000077,Timothy,Acosta,whitneyharrison@example.org,635.865.7329,"884 Lopez Terrace, Haynesbury, IN 66105",Nicaragua,1957-10-02,COMP_000635
CUST_000078,Victor,White,vwillis@example.com,5725790873,"697 Brown Points, Lake Willie, MT 97056",Guatemala,2002-01-13,COMP_000988
CUST_000079,Michael,Lawson,fullermegan@example.com,(865)222-8975x3396,"6982 Holt Summit, Schroederport, NE 68234",Tuvalu,1978-12-23,COMP_000036
CUST_000080,Amanda,Foster,tiffanylucero@example.com,840-455-5083x48403,"4447 Amanda Rapid Suite 092, Boydhaven, DE 19248",Panama,1946-01-18,COMP_000750
CUST_000081,Craig,Fernandez,jeffery39@example.net,001-729-857-8650x952,"PSC 0800, Box 0038, APO AE 03825",Sierra Leone,2000-07-16,COMP_000478
CUST_000082,Shaun,Mckee,ryancurry@example.org,+1-610-631-2807x299,"2269 Mitchell Parks Suite 386, Lake Christopher, MO 30321",Equatorial Guinea,1962-09-17,COMP_000073
CUST_000083,Jennifer,Edwards,kimberly06@example.org,+1-978-205-4071x2989,"621 Frye Passage Suite 314, Emilybury, WA 33077",Botswana,1965-02-10,COMP_000030
CUST_000084,Dennis,Good,erinnguyen@example.org,(508)312-7499,"11284 Kimberly Via, Taylorbury, KS 92710",Eritrea,1966-08-26,COMP_000739
CUST_000085,Jennifer,Tucker,frank68@example.net,5824681542,"880 Lane Square Apt. 981, Vangtown, SD 02772",Brazil,2005-01-06,COMP_000303
CUST_000086,Sarah,Jacobs,xwest@example.com,643-747-8217x3891,"4202 Adams Hollow Apt. 859, Douglasmouth, GA 89407",Morocco,1952-08-03,COMP_000347
CUST_000087,Stephanie,Mitchell,heatherfloyd@example.net,3425584329,"077 Eric Glen Apt. 463, East Vanessa, NC 73100",Timor-Leste,1987-10-31,COMP_000797
CUST_000088,Sherry,Mccormick,laura30@example.com,4697987585,"9259 Butler Brooks, Port Jacquelineshire, NE 34090",Jordan,1981-09-03,COMP_000511
CUST_000089,Angel,Wilcox,qphillips@example.org,001-937-901-4155x1051,"USCGC Crosby, FPO AP 49972",Belize,1984-01-21,COMP_000517
CUST_000090,Eric,Nicholson,kgray@example.com,+1-709-511-9632x362,"07013 Emily Trail Suite 889, Rosebury, IA 87290",Saint Barthelemy,1991-05-27,COMP_000065
CUST_000091,Dennis,Garcia,ashley58@example.com,691-870-5803x071,"958 Jackson Hill, Port Christopherland, WV 32267",Yemen,1978-11-14,COMP_000747
CUST_000092,Timothy,Hall,lisajones@example.org,(819)668-1469x107,"3142 Robinson Plain, Lake Edgar, VT 36715",Tonga,1952-08-26,COMP_000627
CUST_000093,Audrey,Rogers,john41@example.org,001-524-309-7526x06654,"096 Scott Hill, Port Elizabethland, PA 35122",China,2004-08-23,COMP_000453
CUST_000094,Ethan,Howard,benjaminglover@example.org,001-400-962-3050x478,"573 Coleman Island Apt. 674, Port Matthew, WA 12333",Nigeria,1980-10-10,COMP_000831
CUST_000095,David,Ramos,stevenjordan@example.org,(725)593-7724x57441,"86048 Smith Club Suite 149, Escobarmouth, ID 52079",Mayotte,1996-05-26,COMP_000758
CUST_000096,Tanya,Park,leslie18@example.net,+1-213-549-3167x55031,"563 Williamson Mountains, Lake Karen, WV 64101",Marshall Islands,1978-08-01,COMP_000861
CUST_000097,Elizabeth,Duke,cantubrenda@example.com,(723)514-2112,"Unit 0444 Box 4072, DPO AE 10066",Thailand,1995-08-22,COMP_000952
CUST_000098,Jessica,Choi,brenda67@example.net,001-856-511-3935x30193,"757 Gordon Terrace Suite 761, South Marie, WI 55457",Guyana,1947-08-01,COMP_000529
CUST_000099,Sharon,Scott,larryhess@example.org,3095690041,"66610 Katherine Common, Lake Shannonstad, DE 88802",Somalia,1990-10-06,COMP_000895
CUST_000100,William,Schmidt,josephellis@example.org,7119060030,"1245 Gomez Prairie, Robinbury, WY 97779",Brunei Darussalam,1950-12-08,COMP_000819
CUST_000101,Debbie,Fisher,brad80@example.org,605.969.4904x5788,"1200 Heath Key, West Williamside, ME 29523",Suriname,1966-07-28,COMP_000369
CUST_000102,Mark,Levy,jennifer69@example.com,+1-744-830-2789x1174,"20540 Romero Trail Suite 576, West Kevin, IN 93413",Tunisia,1951-05-26,COMP_000037
CUST_000103,Charles,Fleming,shahthomas@example.org,+1-643-993-9578,"54767 Solis Run Suite 313, Castilloberg, ID 56482",Christmas Island,2002-09-01,COMP_000856
CUST_000104,Felicia,Zhang,jessica23@example.com,+1-540-851-7175x73228,"2002 Sandoval Gardens, Jenniferborough, MT 24066",Liberia,1982-08-03,COMP_000884
CUST_000105,Matthew,Moore,edward42@example.net,426.874.5208,"5981 Wolf Forge, Port Coreytown, FM 10887",Rwanda,1997-02-13,COMP_000381
CUST_000106,David,Dorsey,hodgesronald@example.org,(908)727-8157x58498,"109 Daniel Rapids, New Barbara, IN 48146",Holy See (Vatican City State),1952-07-27,COMP_000219
CUST_000107,Jerry,Perez,zachary62@example.com,350.838.5044x86010,"000 Frazier Expressway, New Brendaside, SC 75091",Cuba,2001-09-18,COMP_000649
CUST_000108,Brittney,Neal,henryjames@example.org,(466)614-2062x140,"421 Wilcox Crescent, West Davidborough, DE 24551",Mauritania,1984-03-23,COMP_000246
CUST_000109,Margaret,Carter,cynthia27@example.com,(755)792-5324x2547,"9298 Barrett Pike, Murphyhaven, OH 88675",Turkmenistan,1993-07-29,COMP_000550
CUST_000110,Hector,Martinez,martinronald@example.com,685-822-4316x72083,"622 Marsh Village, Chelseaport, AL 98229",Israel,2000-09-08,COMP_000251
CUST_000111,Samuel,Monroe,markjohnson@example.com,862-497-5593x38419,"155 Angela Passage Suite 697, Margaretbury, NC 38935",Kyrgyz Republic,2007-04-01,COMP_000565
CUST_000112,Jeffery,Mccann,troyjordan@example.org,731-276-1586,"87284 Veronica Bridge Suite 764, Donnaton, MI 56285",Aruba,2003-05-24,COMP_000909
CUST_000113,Samantha,Trevino,millsjamie@example.net,865-780-9053x80534,"40307 Jacqueline Cape, Dawnburgh, IN 83822",Georgia,1991-09-10,COMP_000346
CUST_000114,April,Fox,xzuniga@example.com,001-938-995-6089x73654,"10843 Megan Manors, West April, MI 14164",Equatorial Guinea,1966-10-04,COMP_000821
CUST_000115,Andrew,Brown,lesliesmith@example.net,001-258-340-3449x91954,"PSC 7495, Box 0354, APO AA 80577",Puerto Rico,1948-06-04,COMP_000715
CUST_000116,Lee,Jefferson,stewartapril@example.net,235-551-2640,"5986 Philip Lodge Suite 430, Colehaven, NM 41625",Armenia,1950-01-07,COMP_000887
CUST_000117,Thomas,Hurst,mdavidson@example.com,(718)748-1774,"911 Gray Orchard Apt. 474, East Linda, OR 79420",Bangladesh,1959-07-16,COMP_000472
CUST_000118,James,Howard,craigscott@example.com,702-202-3492,"83038 Thompson Prairie Apt. 899, East Amy, KS 06099",Swaziland,1943-08-22,COMP_000887
CUST_000119,Loretta,Hunt,robertortega@example.net,213.424.1910,"163 Melinda Green Suite 342, North Nathanielside, UT 79217",Trinidad and Tobago,1947-04-15,COMP_000993
CUST_000120,Chad,Patel,williamssharon@example.org,6526703441,"80755 Choi Tunnel Apt. 555, Bassview, MD 19350",Iran,1959-04-27,COMP_000561
CUST_000121,Peter,Johnson,katherineclark@example.net,641.691.6288,"5314 Alicia Causeway Apt. 623, East Donald, MP 54021",Belize,1980-04-10,COMP_000122
CUST_000122,Joyce,Sloan,andersonsean@example.org,(647)339-5800x8174,"72308 Powell Mews Apt. 981, Dixonborough, MI 67343",Northern Mariana Islands,1992-03-29,COMP_000326
CUST_000123,Joshua,Hill,ponceryan@example.com,2367029193,"1981 Sarah Trail, Kristenchester, MD 18208",Gabon,1982-12-29,COMP_000931
CUST_000124,Maria,Hansen,mgomez@example.com,704.806.3252,"35241 Campbell Motorway, Lisaland, UT 71644",Ghana,2006-11-27,COMP_000528
CUST_000125,Heather,Smith,virginiawarren@example.net,001-321-816-3470,"1838 Anderson Springs Apt. 631, Alvaradoland, OK 62855",Cuba,1940-08-15,COMP_000781
CUST_000126,Daniel,Davidson,davisbrandon@example.net,898-699-0567x9858,"9618 Cannon Center, Jacobville, GU 12585",Israel,1988-08-14,COMP_000748
CUST_000127,Jason,Hill,martinezraymond@example.org,939-633-7361,"8744 Harris Walks, West Kathy, NM 96336",Holy See (Vatican City State),1982-02-02,COMP_000121
CUST_000128,Karen,Rodriguez,wcarter@example.net,+1-597-504-6400x1491,"2621 Petersen Cliff Suite 776, West Stevenbury, MI 43409",Norway,1947-04-02,COMP_000139
CUST_000129,Tammy,James,courtneydodson@example.com,+1-245-329-6724x347,"9102 Jensen Ways, Nortonberg, NY 81493",Switzerland,1941-06-20,COMP_000087
CUST_000130,Peter,Bolton,nelsonjohn@example.net,(743)904-4979x69771,"0012 Andrew Hills Apt. 181, North Cheyenneburgh, VA 84635",Haiti,1987-05-10,COMP_000130
CUST_000131,Pamela,Robinson,jeffrey59@example.net,870-928-1623x6595,"46857 Leon Hills Suite 288, West Karen, AR 71961",Slovakia (Slovak Republic),2001-01-04,COMP_000252
CUST_000132,Sarah,Roy,cmarshall@example.net,001-922-973-5587,"56937 Gutierrez Shore Suite 398, Cynthiastad, MD 28021",Libyan Arab Jamahiriya,1952-03-07,COMP_000862
CUST_000133,William,Fox,elizabethgentry@example.com,7362073771,"806 Carlson Center, New Alexandria, AL 65114",Congo,1952-11-21,COMP_000787
CUST_000134,Amber,Lam,campbellkelly@example.net,516-512-3652x8939,"5744 Decker Estates Suite 742, South Lacey, HI 04524",Eritrea,2003-03-17,COMP_000360
CUST_000135,Jimmy,Robinson,jason39@example.net,(719)246-8787x139,"3366 Nielsen Path Apt. 932, New Petermouth, FM 85350",Cocos (Keeling) Islands,2004-04-09,COMP_000813
CUST_000136,Cory,Jackson,vbenton@example.com,+1-284-234-7585,"05726 Carson Drive Suite 615, Floresbury, OK 16233",Saint Vincent and the Grenadines,1941-04-27,COMP_000430
CUST_000137,Michael,Smith,robert88@example.com,+1-573-382-2655x9993,"52300 Kent Manors, Schultzberg, GU 27842",Vanuatu,1960-01-20,COMP_000047
CUST_000138,Lindsey,Jones,nicholas74@example.net,+1-681-564-8462x431,"41146 Michael Ports, Karenville, FL 66185",Anguilla,1985-10-25,COMP_000945
CUST_000139,Tami,Hill,alanlowe@example.com,240.609.4674,"7533 Nunez Knolls Suite 460, Bryanmouth, FM 66329",Anguilla,1997-10-31,COMP_000591
CUST_000140,Amber,Davis,ryan53@example.net,3727299552,"314 Mccoy Lakes, Ashleyhaven, KS 15934",Comoros,1977-08-09,COMP_000501
CUST_000141,Ashley,Anderson,lrogers@example.net,+1-790-485-6920x283,"7566 Robinson Courts Suite 841, Garciaview, AS 61408",Nicaragua,1995-02-22,COMP_000810
CUST_000142,Patrick,Grant,harperjessica@example.net,7762515203,"Unit 3686 Box 0678, DPO AA 41156",Namibia,1991-01-09,COMP_000929
CUST_000143,Robert,Miller,michaelmcdowell@example.net,+1-292-470-0698x2192,"USNV Stewart, FPO AA 50532",Cocos (Keeling) Islands,1959-10-01,COMP_000876
CUST_000144,Amanda,Nelson,farrellbrenda@example.com,977-243-4021,"3483 Jeffrey Way, Leeland, MN 21835",Bolivia,1954-03-04,COMP_000425
CUST_000145,Angela,Fisher,cody71@example.com,685-790-7138x4568,"2484 Laura Plaza, Lake Jesse, AZ 85902",Rwanda,1997-12-08,COMP_000375
CUST_000146,Lindsey,Mitchell,shortalexandra@example.net,281-823-8673x97960,"049 Jeffery Estates Suite 312, Stephanieville, WI 88019",Senegal,1971-10-07,COMP_000965
CUST_000147,Samuel,Harper,elizabethhuffman@example.net,739-608-8508,"28273 Micheal Drive, Port Davidhaven, ND 61704",Austria,1967-06-30,COMP_000854
CUST_000148,Marcus,Ford,whitesarah@example.com,652-209-8148x185,"98516 Smith Dam, West Victoria, DE 03429",Korea,2000-10-01,COMP_000731
CUST_000149,Michelle,Griffin,briangreer@example.org,(257)846-5448,"6802 Kelly Overpass Apt. 267, Port Diane, AZ 14691",Macao,1998-07-31,COMP_000111
CUST_000150,Theresa,Hodges,alexandrapeck@example.com,690-697-0782x48149,"4964 Valdez Prairie, Clementston, PA 55034",Saint Barthelemy,1960-07-18,COMP_000227
CUST_000151,Barbara,Morris,christine00@example.net,+1-380-673-5015x34842,"390 Bonnie Mountain Apt. 702, East Jessicahaven, AZ 89458",Brazil,1955-02-14,COMP_000787
CUST_000152,Lisa,Kirk,mmeyer@example.org,591-748-8377,"719 Jacobs Run Suite 568, North Jessica, AL 54516",New Caledonia,1943-06-14,COMP_000768
CUST_000153,Amanda,Evans,gonzaleztroy@example.com,859.966.2354,"83779 Jillian Isle Suite 405, Aguilarmouth, MS 01174",South Georgia and the South Sandwich Islands,1949-12-08,COMP_000039
CUST_000154,Anita,Brooks,bridgetdominguez@example.net,4027461412,"USS Scott, FPO AP 67079",Ukraine,1957-10-20,COMP_000135
CUST_000155,Mary,Ward,wilsonmichael@example.net,(872)587-8418x5678,"2392 Gomez Wall, Osborneview, VI 34095",Equatorial Guinea,1986-03-16,COMP_000295
CUST_000156,Jake,Brown,qmckenzie@example.org,949-850-4794,"0795 Gonzalez Mews, Holderstad, WI 23154",South Africa,1997-10-10,COMP_000610
CUST_000157,Valerie,Ruiz,pattersonhaley@example.com,624-898-7963x578,"451 Pamela Turnpike, Lake Deanshire, AK 31266",Anguilla,1953-10-21,COMP_000034
CUST_000158,Julie,Terry,manderson@example.com,(325)205-7521x49742,"6763 Guerra Bypass Suite 606, Dennisberg, FL 97349",Tunisia,1994-04-18,COMP_000987
CUST_000159,Isaiah,Hancock,tamara38@example.com,664-297-9847,"6813 Heather Cliff, East Markland, KS 79040",Trinidad and Tobago,1990-02-26,COMP_000428
CUST_000160,Connie,Fields,jessica92@example.org,(611)367-7477x3133,"72935 Duncan Gardens, Port Grace, WV 52569",Mexico,1997-06-15,COMP_000965
CUST_000161,Timothy,Kennedy,dedwards@example.org,483-599-1206x155,"2235 Howard Key Apt. 519, South Dawn, WI 91408",Fiji,1946-05-06,COMP_000068
CUST_000162,Lisa,Fisher,willie88@example.org,862-258-0419x111,"59542 Williams Road, West Kelly, NE 88235",Brunei Darussalam,1941-06-17,COMP_000703
CUST_000163,Joseph,Davis,michele90@example.net,5495479534,"6045 Karen Fort Suite 923, Port Frank, PR 49216",Algeria,1952-04-30,COMP_000199
CUST_000164,Michael,Mcguire,hernandezangela@example.net,868-830-5378x940,"8646 Edwards Trail Apt. 523, Timothyville, VI 21860",British Virgin Islands,1983-12-11,COMP_000560
CUST_000165,Eric,Martin,hgilmore@example.org,001-523-457-3739,"92271 Huang Mountains, East Davidmouth, WY 26948",Saint Helena,1973-07-14,COMP_000259
CUST_000166,David,Rice,andrewedwards@example.org,+1-537-375-3128x47943,"66444 Doyle Route, Nunezburgh, VI 10390",Lesotho,1975-01-25,COMP_000725
CUST_000167,Victor,Swanson,williamsregina@example.com,(457)858-3649,"63007 Colin Walk, Port Ralph, MI 32876",Saint Kitts and Nevis,1996-03-30,COMP_000674
