account_id,customer_id,iban,currency,opened_date
ACC_000000116,CUST_000054,GB82FXXV99480558779776,GBP,2023-03-20
ACC_000000117,CUST_000054,GB82XTIZ72294141664900,GBP,2021-12-12
ACC_000000118,CUST_000055,GB12FSSC91089021025000,GBP,2021-11-14
ACC_000000119,CUST_000055,GB76ZFGQ51706765292747,GBP,2025-09-15
ACC_000000120,CUST_000056,GB06WIXH62312970585582,GBP,2025-11-05
ACC_000000121,CUST_000056,GB28CVYP40183256517908,GBP,2025-05-25
ACC_000000122,CUST_000057,GB47OXKU64484280483208,GBP,2021-05-17
ACC_000000123,CUST_000057,GB69TVMU60909241973801,GBP,2024-10-10
ACC_000000124,CUST_000057,GB15ROTP63756335444096,GBP,2023-02-18
ACC_000000125,CUST_000058,GB44LIRG10166262941927,GBP,2021-12-15
ACC_000000126,CUST_000058,GB81XWEF65340534717087,GBP,2025-10-10
ACC_000000127,CUST_000059,GB04SHIG51778451564458,GBP,2024-02-12
ACC_000000128,CUST_000059,GB15KEQB61310279197227,GBP,2023-04-15
ACC_000000129,CUST_000060,GB70EBSV82527124338179,GBP,2023-07-05
ACC_000000130,CUST_000060,GB40WGDN06101106285498,GBP,2023-02-16
ACC_000000131,CUST_000060,GB64UYLK75067703276597,GBP,2022-08-15
ACC_000000132,CUST_000061,GB56SBPD44317447352157,GBP,2023-06-21
ACC_000000133,CUST_000061,GB06TJIK92177086384230,GBP,2024-04-16
ACC_000000134,CUST_000061,GB20HBWD62410477947956,GBP,2022-10-18
ACC_000000135,CUST_000062,GB89EEOG35837408433723,GBP,2022-03-03
ACC_000000136,CUST_000062,GB49YADE76930870882623,GBP,2021-05-02
ACC_000000137,CUST_000063,GB35UCDC81844007524271,GBP,2023-02-26
ACC_000000138,CUST_000064,GB34OSOE55158988547230,GBP,2023-12-26
ACC_000000139,CUST_000064,GB84CKFG51580846917229,GBP,2023-02-18
ACC_000000140,CUST_000064,GB34PXND16156885322803,GBP,2022-09-22
ACC_000000141,CUST_000065,GB23WQUN56715725347852,GBP,2025-04-12
ACC_000000142,CUST_000065,GB89NNTW63937151387753,GBP,2022-01-03
ACC_000000143,CUST_000065,GB30SRNB29845492757777,GBP,2024-10-02
ACC_000000144,CUST_000066,GB79HQMZ40986916627168,GBP,2024-03-23
ACC_000000145,CUST_000066,GB18BVKB78788412024385,GBP,2020-12-23
ACC_000000146,CUST_000067,GB62QYZT23175524997529,GBP,2023-04-21
ACC_000000147,CUST_000068,GB68SAEO45820575706426,GBP,2024-08-19
ACC_000000148,CUST_000068,GB14RKTQ39578177770506,GBP,2022-07-08
ACC_000000149,CUST_000068,GB73MMID12579179177072,GBP,2024-01-31
ACC_000000150,CUST_000069,GB93ZPHS92710465875029,GBP,2025-01-06
ACC_000000151,CUST_000069,GB25XRJM89435739979397,GBP,2025-11-20
ACC_000000152,CUST_000069,GB76GYWS50534581095407,GBP,2024-07-17
ACC_000000153,CUST_000070,GB56DGEV86455794486530,GBP,2022-03-13
ACC_000000154,CUST_000070,GB24OVVC80377763635277,GBP,2022-03-02
ACC_000000155,CUST_000070,GB43XUDS50291550718433,GBP,2022-08-23
ACC_000000156,CUST_000071,GB57NNWC19401632752242,GBP,2021-03-29
ACC_000000157,CUST_000072,GB15KRRW20359817732392,GBP,2022-07-01
ACC_000000158,CUST_000072,GB50CUVS09123253926274,GBP,2025-10-03
ACC_000000159,CUST_000072,GB55AYEG47075907996553,GBP,2022-07-07
ACC_000000160,CUST_000073,GB44RITQ17188133062557,GBP,2024-03-08
ACC_000000161,CUST_000073,GB93DEZN59366161912673,GBP,2025-08-17
ACC_000000162,CUST_000073,GB63CUAS81238381408290,GBP,2025-07-03
ACC_000000163,CUST_000074,GB57OFSZ09599761272133,GBP,2021-09-15
ACC_000000164,CUST_000075,GB10TNNE13634130961279,GBP,2023-04-20
ACC_000000165,CUST_000075,GB12GIYO36724809754388,GBP,2025-02-08
ACC_000000166,CUST_000075,GB79OJZK22593621271099,GBP,2021-03-05
ACC_000000167,CUST_000076,GB11XZGY84807402580689,GBP,2021-05-19
ACC_000000168,CUST_000077,GB29YNUY40402916944200,GBP,2022-02-24
ACC_000000169,CUST_000078,GB28UHUI35123141865197,GBP,2021-03-30
ACC_000000170,CUST_000079,GB50CLOU96523823734983,GBP,2022-01-25
ACC_000000171,CUST_000079,GB58PJML92712690222008,GBP,2025-11-13
ACC_000000172,CUST_000080,GB03QWJL71134753579194,GBP,2022-02-26
ACC_000000173,CUST_000080,GB53SQWW37416416465790,GBP,2023-04-05
ACC_000000174,CUST_000080,GB79DFPP29344351133595,GBP,2021-10-13
ACC_000000175,CUST_000081,GB03MTHS40313328403600,GBP,2023-06-15
ACC_000000176,CUST_000081,GB35UATP54174168851593,GBP,2022-04-28
ACC_000000177,CUST_000081,GB10IPXO82197397742629,GBP,2021-09-27
ACC_000000178,CUST_000082,GB69IETB84611151349889,GBP,2024-05-21
ACC_000000179,CUST_000082,GB02HZZM70057352696715,GBP,2024-05-08
ACC_000000180,CUST_000082,GB70UVPC59512491834224,GBP,2021-02-08
ACC_000000181,CUST_000083,GB50ZDVK52370791622195,GBP,2025-05-07
ACC_000000182,CUST_000084,GB56XIMI18594847885557,GBP,2024-09-05
ACC_000000183,CUST_000084,GB09IICU57192384123285,GBP,2022-07-09
ACC_000000184,CUST_000085,GB95EYDS57519394969942,GBP,2022-06-18
ACC_000000185,CUST_000086,GB30SGQZ04132431618567,GBP,2024-07-26
ACC_000000186,CUST_000086,GB29YHZL32502813660684,GBP,2021-09-07
ACC_000000187,CUST_000086,GB81BWDV26984233123409,GBP,2023-12-17
ACC_000000188,CUST_000087,GB71CQDZ94323219057445,GBP,2025-03-10
ACC_000000189,CUST_000088,GB97QDBW07078359657704,GBP,2023-08-16
ACC_000000190,CUST_000088,GB25JHII53297115942940,GBP,2023-07-28
ACC_000000191,CUST_000089,GB68GASL03428043709710,GBP,2020-12-02
ACC_000000192,CUST_000089,GB14XYPT87460663843246,GBP,2021-09-17
ACC_000000193,CUST_000089,GB82BNVE34664417679091,GBP,2025-04-09
ACC_000000194,CUST_000090,GB41JZGB09604620328457,GBP,2025-02-13
ACC_000000195,CUST_000091,GB43BRWB33916412517988,GBP,2021-07-06
ACC_000000196,CUST_000091,GB23AWXN66025932007791,GBP,2021-12-05
ACC_000000197,CUST_000092,GB63TZFM56841392534018,GBP,2020-12-28
ACC_000000198,CUST_000093,GB72UHIJ67860282436931,GBP,2025-11-16
ACC_000000199,CUST_000094,GB66QGOJ93711525432216,GBP,2023-06-11
ACC_000000200,CUST_000094,GB18PJPM03029874732424,GBP,2024-01-26
ACC_000000201,CUST_000094,GB39BNOW55119179181488,GBP,2025-11-02
ACC_000000202,CUST_000095,GB06SCHL40791424588490,GBP,2025-04-17
ACC_000000203,CUST_000095,GB33VTED25221296593396,GBP,2025-09-22
ACC_000000204,CUST_000096,GB66GLXX52934274019420,GBP,2022-06-09
ACC_000000205,CUST_000097,GB85FMLN88838564099136,GBP,2023-02-04
ACC_000000206,CUST_000097,GB20FXNO54046621905828,GBP,2021-09-03
ACC_000000207,CUST_000098,GB57WWFR98690041266284,GBP,2022-08-16
ACC_000000208,CUST_000098,GB06OVOX68813711937061,GBP,2021-06-21
ACC_000000209,CUST_000098,GB75GJDC32406445339637,GBP,2024-04-12
ACC_000000210,CUST_000099,GB92WYWE10707296046223,GBP,2022-12-14
ACC_000000211,CUST_000099,GB02NMKP48449280599845,GBP,2021-10-08
ACC_000000212,CUST_000099,GB42JVKA34672432829373,GBP,2021-09-17
ACC_000000213,CUST_000100,GB63EMES15005338521774,GBP,2024-02-18
ACC_000000214,CUST_000100,GB50QXLU78930635171444,GBP,2024-10-24
ACC_000000215,CUST_000100,GB57LMRV17270148501876,GBP,2025-01-01
ACC_000000216,CUST_000101,GB09EOCD95581133966091,GBP,2023-10-13
ACC_000000217,CUST_000101,GB34ODLT93275098909294,GBP,2025-07-06
ACC_000000218,CUST_000102,GB12HPSX41863073013532,GBP,2024-08-08
ACC_000000219,CUST_000102,GB17WJNE92598732297066,GBP,2020-12-07
ACC_000000220,CUST_000103,GB08GXKZ99580709288667,GBP,2020-12-08
ACC_000000221,CUST_000104,GB18WIPX03372674381195,GBP,2022-11-20
ACC_000000222,CUST_000104,GB04WXER49492131528976,GBP,2024-06-27
ACC_000000223,CUST_000105,GB23PJRA55993809035648,GBP,2022-07-07
ACC_000000224,CUST_000105,GB43EQQW11561702919381,GBP,2021-07-01
ACC_000000225,CUST_000105,GB03YQPI87594591610806,GBP,2023-03-22
ACC_000000226,CUST_000106,GB84KPIW64753246544982,GBP,2022-02-13
ACC_000000227,CUST_000107,GB58CKYP64585330317860,GBP,2021-09-12
ACC_000000228,CUST_000107,GB78PMSB94676285628291,GBP,2023-10-03
ACC_000000229,CUST_000108,GB52YOKA67060224935363,GBP,2023-10-25
ACC_000000230,CUST_000108,GB05XAHP63452266935073,GBP,2022-03-26
ACC_000000231,CUST_000108,GB59HHOF79502778131845,GBP,2025-11-18
ACC_000000232,CUST_000109,GB08UJTF31054240091025,GBP,2020-11-26
ACC_000000233,CUST_000109,GB28WKYH37599035564144,GBP,2024-03-10
ACC_000000234,CUST_000109,GB83PZEV27473929155668,GBP,2023-04-19
ACC_000000235,CUST_000110,GB31JUZX76615795667683,GBP,2024-12-24
ACC_000000236,CUST_000111,GB81GYNS30501770247027,GBP,2022-05-15
ACC_000000237,CUST_000111,GB67EQBA78469211675963,GBP,2025-03-10
ACC_000000238,CUST_000111,GB03CNPZ37415868458558,GBP,2021-07-26
ACC_000000239,CUST_000112,GB61NLXN92873108935885,GBP,2021-10-14
ACC_000000240,CUST_000112,GB65ALYV07641307810927,GBP,2020-12-27
ACC_000000241,CUST_000113,GB36GWBV66663544750533,GBP,2022-07-03
ACC_000000242,CUST_000113,GB80UXGI60499963291746,GBP,2021-04-16
ACC_000000243,CUST_000113,GB58KYCT74456129898213,GBP,2023-06-04
ACC_000000244,CUST_000114,GB16ANUK34664342365998,GBP,2023-02-01
ACC_000000245,CUST_000115,GB84HTVO27369047947795,GBP,2023-01-13
ACC_000000246,CUST_000115,GB58QMKN78902992004848,GBP,2024-11-25
ACC_000000247,CUST_000115,GB68AKVZ79147737267479,GBP,2024-02-04
ACC_000000248,CUST_000116,GB33BXTS77737309742806,GBP,2021-08-07
ACC_000000249,CUST_000116,GB09QLWZ67340710732342,GBP,2021-10-25
ACC_000000250,CUST_000116,GB76XQNP64929438162150,GBP,2021-09-18
ACC_000000251,CUST_000117,GB20XONH46542503520413,GBP,2025-07-28
ACC_000000252,CUST_000117,GB74NFOB49892937197439,GBP,2023-05-28
ACC_000000253,CUST_000118,GB43PVCJ41319187303324,GBP,2022-09-11
ACC_000000254,CUST_000118,GB45CDVS87724821062737,GBP,2022-05-24
ACC_000000255,CUST_000119,GB73BZFN36943214347220,GBP,2023-10-07
ACC_000000256,CUST_000119,GB98FDSO70205800388515,GBP,2024-05-30
ACC_000000257,CUST_000120,GB36XRZW50152598030331,GBP,2021-11-24
ACC_000000258,CUST_000120,GB21JVQX27480949742994,GBP,2022-10-27
ACC_000000259,CUST_000121,GB85CYFL31205690958494,GBP,2023-09-21
ACC_000000260,CUST_000121,GB54CLAW76969646875280,GBP,2023-02-18
ACC_000000261,CUST_000121,GB02TPRK91395793588298,GBP,2022-05-31
ACC_000000262,CUST_000122,GB73ZMTX81473396172944,GBP,2025-04-20
ACC_000000263,CUST_000122,GB10QMMF60767162568188,GBP,2022-05-10
ACC_000000264,CUST_000123,GB73ATSB18245380978325,GBP,2025-08-12
ACC_000000265,CUST_000123,GB59DCEC74615747186575,GBP,2024-08-03
ACC_000000266,CUST_000123,GB92HGPZ69101977815845,GBP,2021-12-02
ACC_000000267,CUST_000124,GB38WAAG88751247405028,GBP,2025-09-15
ACC_000000268,CUST_000124,GB59EJDF80983099494949,GBP,2024-12-20
ACC_000000269,CUST_000125,GB05TEBP68096789301741,GBP,2023-04-09
ACC_000000270,CUST_000125,GB33ZFXF12334519835471,GBP,2023-11-16
ACC_000000271,CUST_000126,GB48NMIY89710278799642,GBP,2023-06-09
ACC_000000272,CUST_000126,GB34HARR08315534777055,GBP,2025-05-31
ACC_000000273,CUST_000127,GB83JPWU98828303178943,GBP,2022-09-01
ACC_000000274,CUST_000127,GB95RTDU11357467648861,GBP,2022-08-13
ACC_000000275,CUST_000127,GB83QJKI82605598651601,GBP,2021-09-03
ACC_000000276,CUST_000128,GB77GCCH81109055524942,GBP,2021-06-20
ACC_000000277,CUST_000128,GB78MLUM32185138746812,GBP,2022-08-12
ACC_000000278,CUST_000129,GB30RAAI41002621019726,GBP,2023-05-10
ACC_000000279,CUST_000129,GB19ETNG51199264314639,GBP,2024-05-26
ACC_000000280,CUST_000129,GB47HPVW95121012337547,GBP,2025-09-02
ACC_000000281,CUST_000130,GB85JTXD17911278595871,GBP,2023-12-30
ACC_000000282,CUST_000130,GB29IKBK29651405653124,GBP,2023-09-04
ACC_000000283,CUST_000131,GB98RJFF10836469263732,GBP,2021-08-08
ACC_000000284,CUST_000131,GB70KZNI27086300458721,GBP,2024-11-26
ACC_000000285,CUST_000132,GB61UYUB64491907917766,GBP,2021-04-05
ACC_000000286,CUST_000133,GB98ZRJF02551705703958,GBP,2024-07-26
ACC_000000287,CUST_000133,GB10IMJL36164471637871,GBP,2025-05-26
ACC_000000288,CUST_000134,GB16KWDN15094754853457,GBP,2024-11-27
ACC_000000289,CUST_000134,GB42NLAR97983712899198,GBP,2025-05-17
ACC_000000290,CUST_000134,GB54CRHV34650742235886,GBP,2022-11-28
ACC_000000291,CUST_000135,GB64RQHN70242656174537,GBP,2022-11-28
ACC_000000292,CUST_000136,GB97LYOO40960214391609,GBP,2023-03-06
ACC_000000293,CUST_000136,GB32TFRG05214994636858,GBP,2023-08-27
ACC_000000294,CUST_000136,GB13IPRA82935222272660,GBP,2022-06-17
ACC_000000295,CUST_000137,GB28FJTN23752432477980,GBP,2025-02-16
ACC_000000296,CUST_000137,GB85JCPG29394086065431,GBP,2021-04-10
ACC_000000297,CUST_000137,GB69NRPT67032272233398,GBP,2025-03-25
ACC_000000298,CUST_000138,GB51BOVV87862193258031,GBP,2022-10-10
ACC_000000299,CUST_000139,GB76IEYB37287968973297,GBP,2021-07-31
ACC_000000300,CUST_000139,GB67ZYXE34909232624380,GBP,2024-08-11
ACC_000000301,CUST_000140,GB03YSVX01551166545024,GBP,2021-08-06
ACC_000000302,CUST_000141,GB77CXJS72274266847693,GBP,2023-04-13
ACC_000000303,CUST_000141,GB56XBAC07804384908285,GBP,2025-05-13
ACC_000000304,CUST_000141,GB06YSYH12314862623685,GBP,2021-05-11
ACC_000000305,CUST_000142,GB45XQWY26339892846010,GBP,2021-12-14
ACC_000000306,CUST_000142,GB24SISN82086365611180,GBP,2022-02-07
ACC_000000307,CUST_000143,GB80QSKO78779083991532,GBP,2023-05-22
ACC_000000308,CUST_000144,GB63CPCV06560021064587,GBP,2021-09-22
ACC_000000309,CUST_000144,GB27UVEM84002223525766,GBP,2021-06-29
ACC_000000310,CUST_000144,GB75JKGS97885675046672,GBP,2022-10-10
ACC_000000311,CUST_000145,GB70NNJA68181367332291,GBP,2022-06-10
ACC_000000312,CUST_000145,GB20EKRV85445418813190,GBP,2021-02-15
ACC_000000313,CUST_000146,GB49XIOZ64329844553501,GBP,2025-09-29
ACC_000000314,CUST_000146,GB24KJNU35804509457624,GBP,2025-01-27
ACC_000000315,CUST_000146,GB16TKMW59065807860082,GBP,2023-01-03
ACC_000000316,CUST_000147,GB87KGZU92851222283162,GBP,2023-05-04
ACC_000000317,CUST_000147,GB81YSPZ83455694563520,GBP,2025-02-04
ACC_000000318,CUST_000148,GB65GEZM70245885466056,GBP,2021-11-09
ACC_000000319,CUST_000148,GB58ZMRY83065809314519,GBP,2022-02-11
ACC_000000320,CUST_000149,GB20NPBN34157394312394,GBP,2023-09-02
ACC_000000321,CUST_000150,GB10OHDR68697261275844,GBP,2025-09-25
ACC_000000322,CUST_000150,GB60PCGO64484925244724,GBP,2025-10-17
ACC_000000323,CUST_000151,GB35UYYG19023518214618,GBP,2024-03-13
ACC_000000324,CUST_000151,GB14KBIB21505027739405,GBP,2021-01-30
ACC_000000325,CUST_000151,GB16KQKJ03830063831415,GBP,2025-02-12
ACC_000000326,CUST_000152,GB92EHHW15293731495852,GBP,2022-10-12
ACC_000000327,CUST_000152,GB86BBUY64481956842597,GBP,2023-07-11
ACC_000000328,CUST_000153,GB60MROG66995362094211,GBP,2022-10-02
ACC_000000329,CUST_000153,GB33ERHX33233259913375,GBP,2022-07-29
ACC_000000330,CUST_000153,GB84LJMK32072281708544,GBP,2021-01-29
ACC_000000331,CUST_000154,GB49ZDXZ57840877564136,GBP,2025-06-24
ACC_000000332,CUST_000154,GB58SCRZ36623175798550,GBP,2024-03-11
ACC_000000333,CUST_000155,GB91YNBE90797120666092,GBP,2024-03-24
ACC_000000334,CUST_000155,GB51ESPW90180088058802,GBP,2025-01-27
ACC_000000335,CUST_000156,GB93FFTS65667942579836,GBP,2025-06-28
ACC_000000336,CUST_000157,GB55UQSV14813519327202,GBP,2023-12-24
ACC_000000337,CUST_000157,GB27PGFP99337679984592,GBP,2024-03-18
ACC_000000338,CUST_000158,GB50PLRN47723961955160,GBP,2023-12-23
ACC_000000339,CUST_000158,GB05NSKB18205192294302,GBP,2025-08-17
ACC_000000340,CUST_000159,GB78UXMI33329560959806,GBP,2025-10-25
ACC_000000341,CUST_000159,GB75YVGV03659916949700,GBP,2025-05-11
ACC_000000342,CUST_000159,GB81ZWSZ30665371894511,GBP,2023-02-13
ACC_000000343,CUST_000160,GB73XVBO56693175241810,GBP,2024-08-04
ACC_000000344,CUST_000160,GB57TGSZ52048491045390,GBP,2021-12-11
ACC_000000345,CUST_000160,GB53DGEF88881547983917,GBP,2025-05-25
ACC_000000346,CUST_000161,GB17DHOX02284321327327,GBP,2022-01-04
ACC_000000347,CUST_000161,GB20XFCG55903410542291,GBP,2022-10-18
ACC_000000348,CUST_000161,GB73XREH85006031840156,GBP,2021-03-07
ACC_000000349,CUST_000162,GB43VALK64516524997625,GBP,2023-10-12
ACC_000000350,CUST_000162,GB36LKXT73613524813754,GBP,2025-02-22
ACC_000000351,CUST_000163,GB32OOUI26587438780000,GBP,2024-10-25
ACC_000000352,CUST_000163,GB49XJKT88087856112736,GBP,2021-08-26
ACC_000000353,CUST_000163,GB61YFHP15096450077746,GBP,2023-09-11
ACC_000000354,CUST_000164,GB43KCPK05015719236042,GBP,2022-12-19
ACC_000000355,CUST_000164,GB36AKIK72740435663458,GBP,2024-12-25
ACC_000000356,CUST_000164,GB70OPTI08708764327572,GBP,2022-06-20
ACC_000000357,CUST_000165,GB49GFOA94150218970090,GBP,2022-12-06
